Energy,Corr,Diss_sim,Homogen,ASM,Energy2,Corr2,Diss_sim2,Homogen2,ASM2,Energy3,Corr3,Diss_sim3,Homogen3,ASM3,Energy4,Corr4,Diss_sim4,Homogen4,ASM4,Entropy,Diagnosis
0.18198852205472424,0.7370394320436663,12.624166768590994,0.31913879235837705,0.03311982215966285,0.19854982923113176,0.8241779661591616,8.21241285469667,0.4364933399389624,0.03311982215966285,0.1802018658866193,0.7268961043157053,12.874108172073484,0.3218327053673196,0.03311982215966285,0.180184430318044,0.725110950788054,13.074911631006314,0.31921882429218523,0.03311982215966285,4.9081300979321885,0
0.14610236108932848,0.7343999999092548,11.851631298923676,0.2861151685124093,0.021345899915876525,0.16745487834668618,0.8268117733745145,7.493567300636005,0.4246608767771358,0.021345899915876525,0.1444081318494022,0.7227846434797367,12.22076738370334,0.28684237302079363,0.021345899915876525,0.1447812433198161,0.7226500362518553,12.161645367473314,0.288187888481138,0.021345899915876525,4.9207867298710655,0
0.15073700616132707,0.7702792418675144,10.815626528864968,0.30231901388278304,0.022721645026479952,0.1726077512748395,0.8438809812551604,7.029694379892368,0.4361643449348429,0.022721645026479952,0.14945303506485652,0.7589923166964563,11.112522547018433,0.30490633450079874,0.022721645026479952,0.14909989618044953,0.7563614086269407,11.314781269985945,0.3014270407201249,0.022721645026479952,4.858937959998356,0
0.1540713164040854,0.7654096662064909,11.030351791829743,0.3047701932608564,0.0237379705384878,0.17670470756790713,0.8447917776803394,7.01676400440313,0.441404085436164,0.0237379705384878,0.15230755844093194,0.7515111821645952,11.4634709579084,0.3049417173544983,0.0237379705384878,0.15235219749803455,0.7556368457774968,11.273490067822962,0.3059314643156374,0.0237379705384878,4.847941201574264,0
0.15856436088954615,0.7705933719933467,10.643170560176124,0.3158087683599785,0.02514265654431023,0.18172782224912576,0.8527491878853071,6.731118517612523,0.4533087401307579,0.02514265654431023,0.1567685051836189,0.7603673729584143,10.94756070940292,0.3174921547037885,0.02514265654431023,0.15657839552362418,0.7594015384702397,11.103603310342717,0.31272927404180306,0.02514265654431023,4.799310586321521,0
0.15085607657668318,0.8126796133933036,9.897810665362032,0.30745457873004023,0.022757555840110102,0.17333704184505033,0.8676984783598692,6.609390288649705,0.4495399310775973,0.022757555840110102,0.14908239027771214,0.7985432623366798,10.480872852049432,0.3055940840311004,0.022757555840110102,0.14908548339017075,0.8020364202331093,10.207903615565195,0.3108193164965773,0.022757555840110102,4.770273933101956,0
0.15335125284082454,0.7899566763631118,10.341345859833657,0.3071339017793618,0.0235166067478505,0.17852906839166127,0.8588904649615591,6.639371330724069,0.4545732591569967,0.0235166067478505,0.15174460381086582,0.7755262360705555,10.840640928918011,0.3060481581678482,0.0235166067478505,0.15166761469873327,0.7779660630927016,10.692740147288038,0.30947166090325506,0.0235166067478505,4.774330973655236,0
0.15335125284082454,0.7899566763631118,10.341345859833657,0.3071339017793618,0.0235166067478505,0.17852906839166127,0.8588904649615591,6.639371330724069,0.4545732591569967,0.0235166067478505,0.15174460381086582,0.7755262360705555,10.840640928918011,0.3060481581678482,0.0235166067478505,0.15166761469873327,0.7779660630927016,10.692740147288038,0.30947166090325506,0.0235166067478505,4.774330973655236,0
0.15160577841280565,0.7900088943798349,10.148250214041097,0.30433896133444155,0.022984312048152725,0.17460578569595214,0.8567344808295846,6.602445419520546,0.4483189019830973,0.022984312048152725,0.14934295483385254,0.7739838014237986,10.684701728317522,0.30283873672750056,0.022984312048152725,0.14980835907663206,0.7790989669088677,10.444230835513038,0.3073006898315849,0.022984312048152725,4.789721628062905,0
0.15160577841280565,0.7900088943798349,10.148250214041097,0.30433896133444155,0.022984312048152725,0.17460578569595214,0.8567344808295846,6.602445419520546,0.4483189019830973,0.022984312048152725,0.14934295483385254,0.7739838014237986,10.684701728317522,0.30283873672750056,0.022984312048152725,0.14980835907663206,0.7790989669088677,10.444230835513038,0.3073006898315849,0.022984312048152725,4.789721628062905,0
